id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-core-vir-s03-08,请制作一张香薰疗愈角的空间配色材质板。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.013817,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-11,能不能把侘寂日式客厅做成空间配色材质板？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.016639,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-15,"Could you make coastal bathroom into a decor concept sheet for a beginner audience, with a calm editorial look in 4:5?",en,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.092622,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-16,能不能把工业风餐吧做成室内设计情绪板？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.014975,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-18,香薰疗愈角 做成 a decor concept sheet，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.055369,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-21,Need Japandi living room，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.047855,template-interior-design-mood-board-generator,vir-s03,needs_review,core,,true,
vir-v2-core-vir-s03-22,暖色极简卧室，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.01005,template-interior-design-mood-board-generator,vir-s03,needs_review,core,,true,
vir-v2-core-vir-s03-25,"coastal bathroom — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.081566,template-vocabulary,vir-s03,needs_review,core,,true,
vir-v2-core-vir-s03-26,Need industrial dining bar，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.051155,template-interior-design-mood-board-generator,vir-s03,needs_review,core,,true,
vir-v2-core-vir-s03-28,"aromaterapy spa corner — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.092105,template-species-science,vir-s03,needs_review,core,,true,
vir-v2-core-vir-s04-01,请制作一张生活中的机会成本的知识科普卡。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.013493,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-02,Create an educational explainer infographic for why inflation happens.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.094595,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-03,请制作一张儿童版板块构造的卡通知识长图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.013493,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-08,请制作一张DNA 遗传入门的教育解释信息图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.016467,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-11,能不能把生活中的机会成本做成教育解释信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.020378,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-13,儿童版板块构造 做成 a popular-science knowledge card，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.07489,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-14,能不能把视觉错觉原理做成教育解释信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.017467,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-18,DNA 遗传入门 做成 a cartoon concept card，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.060294,template-education-card,vir-s04,auto_accepted,core,,true,
vir-v2-core-vir-s04-21,Need opportunity cost in daily life，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.065217,template-education-card,vir-s04,needs_review,core,,true,
vir-v2-core-vir-s04-22,通货膨胀为什么发生，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.013139,template-education-card,vir-s04,needs_review,core,,true,
vir-v2-core-vir-s04-23,"plate tectonics for children — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.1,template-education-card,vir-s04,needs_review,core,,true,
vir-v2-core-vir-s04-24,视觉错觉原理，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.008759,template-education-card,vir-s04,needs_review,core,,true,
vir-v2-core-vir-s04-28,"DNA inhertance basics — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""general educational topic"",""information_type"":""accessible explanation and key facts"",""style_layout"":""modular 3:4 knowledge card infographic""}",single,"[""template-education-card""]",[],[],0.087137,template-education-card,vir-s04,needs_review,core,,true,
vir-v2-core-vir-s05-01,请制作一张吉伊卡哇主要角色的九宫格角色海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""fandom or themed character ensemble"",""information_type"":""character collection and showcase"",""style_layout"":""vertical cinematic character grid poster""}",single,"[""template-fandom-character-grid-poster""]",[],[],0.018364,template-fandom-character-grid-poster,vir-s05,auto_accepted,core,,true,
