id,query,language,difficulty,partition,challenge_type,source_seed_id,semantic_cluster_id,transformation_types,ontology,target_mode,targets,acceptable_target_sets,validation_status,deterministic_issues,catalog_collision,reviewer_decision,reviewer_notes
vir-v2-gap-010,请帮我做合身夹克的可打印缝纫纸样。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-10,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""sewing pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-010"",""query"":""请帮我做合身夹克的可打印缝纫纸样。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-011,请帮我做含价格和过敏原编码的餐厅菜单。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-11,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""functional menu"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-011"",""query"":""请帮我做含价格和过敏原编码的餐厅菜单。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-012,请帮我做含书脊尺寸的小说全封套。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-12,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""publication cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-012"",""query"":""请帮我做含书脊尺寸的小说全封套。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-013,请帮我做播客平台尺寸的节目封面。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-13,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-013"",""query"":""请帮我做播客平台尺寸的节目封面。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-014,请帮我做背面带曲目的音乐专辑封面。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-14,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-014"",""query"":""请帮我做背面带曲目的音乐专辑封面。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-015,请帮我做带汇报关系的公司组织架构图。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-15,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""business diagram"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-015"",""query"":""请帮我做带汇报关系的公司组织架构图。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-016,请帮我做根据 CSV 列精确绘制散点图。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-16,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""data visualization"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-016"",""query"":""请帮我做根据 CSV 列精确绘制散点图。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-017,请帮我做可编辑的投资人路演幻灯片母版。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-17,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""presentation design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-017"",""query"":""请帮我做可编辑的投资人路演幻灯片母版。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-018,请帮我做带针数的编织图解。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-18,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""craft pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-018"",""query"":""请帮我做带针数的编织图解。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-019,请帮我做透明背景的视频 Logo 动效。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-19,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""motion design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-019"",""query"":""请帮我做透明背景的视频 Logo 动效。"",""top_competing_templates"":[{""template_id"":""template-food-product-packaging-design"",""similarity"":0.0133},{""template_id"":""template-national-theme-map-infographic"",""similarity"":0.0108},{""template_id"":""template-animation-studio-comparison-infographic"",""similarity"":0.0105}],""warning"":false}",,
vir-v2-gap-020,请帮我做可 3D 打印的替换齿轮 STL 模型。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-20,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""3D model"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-020"",""query"":""请帮我做可 3D 打印的替换齿轮 STL 模型。"",""top_competing_templates"":[{""template_id"":""template-mbti-comparison-infographic"",""similarity"":0.0114},{""template_id"":""template-weather"",""similarity"":0.0088},{""template_id"":""template-3d-region-landmark-map"",""similarity"":0.0064}],""warning"":false}",,
vir-v2-gap-021,Can this tool make official passport photo from a text description for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-01,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-021"",""query"":""Can this tool make official passport photo from a text description for me?"",""top_competing_templates"":[{""template_id"":""template-pet-life-journey-infographic"",""similarity"":0.0956},{""template_id"":""template-quote-poster-generator"",""similarity"":0.0769},{""template_id"":""template-pet-safe-human-food-infographic"",""similarity"":0.0751}],""warning"":false}",,
vir-v2-gap-022,Can this tool make visa application headshot with exact biometric dimensions for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-02,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-022"",""query"":""Can this tool make visa application headshot with exact biometric dimensions for me?"",""top_competing_templates"":[{""template_id"":""template-educational-topic-infographic"",""similarity"":0.0812},{""template_id"":""template-industrial-design-concept-sketch"",""similarity"":0.0736},{""template_id"":""template-yellow-themed-illustrated-timeline-infographic"",""similarity"":0.0732}],""warning"":false}",,
vir-v2-gap-023,Can this tool make one-page software engineer resume for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-03,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""resume document"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-023"",""query"":""Can this tool make one-page software engineer resume for me?"",""top_competing_templates"":[{""template_id"":""template-industrial-design-concept-sketch"",""similarity"":0.0621},{""template_id"":""template-beauty-step-by-step-guide"",""similarity"":0.0585},{""template_id"":""template-english-vocabulary-upgrade"",""similarity"":0.0572}],""warning"":false}",,
vir-v2-gap-024,Can this tool make mobile banking app wireframe for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-04,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-024"",""query"":""Can this tool make mobile banking app wireframe for me?"",""top_competing_templates"":[{""template_id"":""template-tool-ai-category"",""similarity"":0.0602},{""template_id"":""template-character-comparison"",""similarity"":0.0557},{""template_id"":""template-zhenhuan-mbti-character-analysis"",""similarity"":0.0536}],""warning"":false}",,
vir-v2-gap-025,Can this tool make live analytics dashboard UI mockup for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-05,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-025"",""query"":""Can this tool make live analytics dashboard UI mockup for me?"",""top_competing_templates"":[{""template_id"":""template-quote-poster-generator"",""similarity"":0.0583},{""template_id"":""template-home-organization-before-after"",""similarity"":0.0496},{""template_id"":""template-character-comparison"",""similarity"":0.0489}],""warning"":false}",,
vir-v2-gap-026,Can this tool make wedding reception seating chart with table assignments for me?,en,medium,content_gap,,vir-s16,vir-v2-gap-cluster-06,"[""paraphrase"",""conversational"",""unsupported_visual_request"",""clean""]","{""subject_event"":""event stationery"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-026"",""query"":""Can this tool make wedding reception seating chart with table assignments for me?"",""top_competing_templates"":[{""template_id"":""template-self-help-book-visual-summary-infographic"",""similarity"":0.0945},{""template_id"":""template-finance-comparison-infographic"",""similarity"":0.0898},{""template_id"":""template-educational-topic-infographic"",""similarity"":0.0878}],""warning"":false}",,
